Venue_ID,Rating,Likes,CheckIns,Price,Tips
5d34d6dfe57689000792bf15,,0,,,0
4bacbe89f964a520b9083be3,,2,,2.0,4
51560c82e4b00bf3a0dd86c7,,1,,3.0,1
4fa7fb30e4b0e4baa479d377,,0,,2.0,0
574ad72238fa943556d93b8e,9.0,42,,2.0,11
5a4fe14118d43b4d670bd954,7.7,7,,1.0,1
4b49183ff964a520a46526e3,8.7,275,,3.0,95
4b999927f964a5207c8635e3,8.2,56,,3.0,33
4cae06d32303a1431282ebf0,,2,,2.0,1
4ad4c061f964a520a7f720e3,7.3,42,,3.0,31
4dff2649d22d48be8127cd1c,,0,,2.0,0
56db8107cd107bf5eef15dd4,,1,,3.0,1
4b44d003f964a520f3fc25e3,,1,,2.0,2
5567413f498ecc78be674ec7,5.2,2,,2.0,2
4bb7f85f3db7b71337dc209a,6.7,3,,3.0,12
4bec7ae7c43f2d7f84f4dbd9,,3,,2.0,4
537b9d97498eb7fac064d24c,,3,,2.0,4
4c77fa78a868370433aa0b4d,,0,,2.0,1
54d00904498e3af02a69e2c7,,0,,2.0,1
519e3c0c498e0c4467aa0c10,,0,,2.0,0
5838f54500841a1ae318c0c1,,1,,2.0,0
4c8cf4fb509e370426bd3755,,0,,2.0,0
4b6626d8f964a52083162be3,,3,,2.0,2
4ef39d37d5fb0c021e11bc71,,0,,2.0,3
4f6f865ae4b08a0bbc13fdfd,,0,,2.0,0
5546c203498e2e2bf3471288,,2,,2.0,0
508ddef0e4b0772b59ba76f1,,0,,2.0,0
57fd24f6cd1083addfd77bf9,,0,,2.0,0
4b6074e3f964a5200fe729e3,6.5,10,,2.0,4
5411f741498e9ebd5e35d8bd,,2,,1.0,1
4ef38984d5fb0c021e0fcac3,,0,,2.0,1
4c7ee2efd860b60c915d5f9d,5.8,2,,2.0,4
5931bca269e77b2bba697481,,0,,2.0,0
4ee7c65610816560ab1e3fe6,,0,,1.0,2
5d06de22e7777d0023e90351,,0,,1.0,0
4e261a1118a81b3b73a9e1e9,7.8,9,,3.0,6
4c2e860aac0ab713588c1b1e,,1,,2.0,5
4f5a855be4b0a4baa1ae0063,8.6,58,,2.0,23
4dbc53541e72b351caafda72,,2,,1.0,3
4b56a44ff964a5206e1728e3,8.7,137,,3.0,39
4ad4c05df964a52055f620e3,7.2,254,,3.0,120
5a176309dab4b138e5c06c03,,1,,2.0,0
4ada4b1ef964a520022121e3,7.4,171,,2.0,81
4c0690630ed3c9288035787d,,0,,2.0,1
4f3e3146e4b0a4b0828c96ba,,1,,2.0,1
5e55612a5601270008b3efd8,,0,,2.0,0
5547aad8498e00f3f580ea93,8.6,12,,2.0,3
53458088498e3db70968a79c,,0,,2.0,0
56cc8df6498e253a057fb506,,0,,2.0,0
58719d4edfa6ff39ad6f0104,,1,,2.0,1
52e8c44e498e5826f697d108,,0,,3.0,0
53248f3d498ebac4d8d4ee33,,1,,1.0,0
4b3b8f1ef964a520cc7525e3,6.6,8,,1.0,7
52d08308498eaf49b3d745f0,,1,,3.0,4
4e9c8e73b803b562d7259f8e,,2,,2.0,1
4efcd02877161596a806a949,,0,,2.0,1
4e617efcd4c06542aa8ba453,,0,,2.0,0
4de0403ed4c040523ea079f4,,0,,2.0,0
4bd48a734e32d13a4254bf80,6.7,7,,2.0,3
52b128ae498ee935a36869a6,,0,,1.0,1
4d97557ce07ea35d9d65d602,,0,,3.0,0
4fc6c295e4b0c5a82f0465f8,,0,,2.0,0
4c632edeedd320a19ad5ae29,,4,,2.0,1
5065d8afe4b0a44a76c13445,,0,,2.0,0
56623af7498ec6e76eb1ddf9,,1,,,0
5d9a27a318130c00088f3372,,0,,,0
58e46b06a4367c749a6b149f,,0,,2.0,0
5a35745d535d6f0cd05e15b6,,0,,2.0,0
5af738c0947c05003935ef99,,0,,1.0,0
4b64765ff964a52028b52ae3,6.0,3,,1.0,9
4c23cf85f1272d7ff10682c5,,3,,1.0,5
59121deec824ae2d0ad2ba9c,,0,,1.0,0
506a26c8e4b01dffe91297a8,5.3,10,,2.0,14
53c95181498ec1d30073384e,7.5,5,,2.0,2
586d8f14d439071e9b3b7bc3,,2,,3.0,1
530feb6b498e4958420dc8de,7.0,16,,2.0,10
505e36d3e4b00e0d6e496b29,5.8,16,,1.0,17
58c335e376b8b271033a17f5,,1,,,2
4df54b25fa76abc3d8732195,,1,,2.0,4
4f9483bce4b0ab5f0acfe249,,0,,2.0,0
4bf2c38577b4c92887a26a1c,,1,,2.0,4
51019431e4b0abd07ccd053b,,1,,2.0,0
5824b2a2569e1b2e982f4451,,0,,2.0,0
4f9165bde4b04fef0087e4e2,,1,,1.0,0
4b9b09c2f964a520c8ed35e3,,0,,2.0,0
512d01f9e4b04520d963ce86,,2,,2.0,3
501425c0e4b0e28d993611ed,,1,,2.0,0
4c72703913228cfaa4f72a65,5.8,0,,1.0,0
4bdefe530ee3a593e79532b0,,0,,2.0,1
4cbc732b035d236ac1a2e54e,,0,,2.0,0
5d30009d6ae0fb0008334fb8,,0,,2.0,0
59582ed38e886a485c556261,,0,,2.0,0
50707f89e4b019e66b10b8e7,,1,,2.0,0
4f737b84e4b060af1b23c5b7,7.7,21,,2.0,12
4b003cf6f964a520d73b22e3,7.8,6,,2.0,6
4d2d046a853ff04de86ec5da,,2,,2.0,3
4f063b710e61b14c291f5fe6,,0,,2.0,1
4c27da423492a593158cb628,6.5,4,,2.0,8
4b1711a6f964a520cbc123e3,7.3,47,,1.0,29
4e261f261f6eb1ae13930699,7.3,19,,2.0,14
4c3a185018e72d7fca551bf5,,0,,2.0,3
551838f6498ee39ec286ba6e,,2,,2.0,0
5c11ad7659c423002c92d86b,,0,,,0
50da289ad86c4e2efdabadc9,,0,,2.0,2
4f36c0e1e4b0a1f1962098cd,,0,,2.0,0
4d6008f829ef236a8832a059,8.1,22,,2.0,8
54a6ea76498ebc906c8c3652,6.9,15,,1.0,8
57b9fd57498e8023bdbdcb51,,0,,1.0,0
4c77fc87bd346dcb8c90f0ef,7.0,12,,2.0,12
55182b2e498e6475179b010c,,0,,2.0,0
4d8771f6651041bd5e499b30,,1,,1.0,0
50c138e4e4b0276c8687f23c,7.4,31,,2.0,9
4b6387bef964a52038812ae3,5.3,18,,2.0,22
4bfbf53d565f76b0532706db,,1,,2.0,0
4f875ecba17c2e2444634212,,0,,2.0,0
55e487b8498e6b62fc38677c,,0,,2.0,0
4fd3dac9e4b0b20a90e67e3e,,0,,1.0,0
4e444bba18a8bafc6292c243,,0,,3.0,0
5331a799498e3bfbae4a5a04,,0,,2.0,0
50afc5efe4b00a661c47e8b9,,2,,2.0,1
4dd44ae41f6ec4e0bb76d28e,,0,,1.0,1
5b4fc00b1fa763002cbd08f2,,0,,1.0,0
4bc3acbdabf495210a22c493,7.5,6,,2.0,2
4b65c410f964a52050fe2ae3,7.8,11,,2.0,4
4c9fd84e542b224b3f2701a0,6.4,39,,2.0,24
5d2908853f9ff70023753702,,0,,2.0,0
4d6ee5fa38a588bfbed306e1,,0,,1.0,3
5a20351f65cdf8220f0a79f2,,4,,2.0,0
4daf08e66e81e2dffdd4fe40,8.2,13,,1.0,6
4be2fbabd27a20a15fe5905b,4.9,3,,1.0,6
4bed9f2fbac3c9b6ad93fee9,6.2,10,,2.0,12
5563bac7498e2edd4efe1a7d,,0,,2.0,0
4cb5e0e9589f236aaa76333d,,0,,2.0,0
507cb54be4b01e98508c7c47,,0,,2.0,0
5b47a47ec9a51700398141e7,,0,,1.0,0
4d4aea3d5241236abab58404,,0,,2.0,3
4de7bdfb2271b9ccf4e45565,,1,,1.0,2
5132ab88e4b07cce480f37ab,,0,,2.0,0
4cdd87a9d54954815c0a48b2,,0,,2.0,0
4ca8db3ad971b1f71ee818e1,5.8,0,,1.0,0
4f88cf84e4b002b90ab3b9b9,,1,,4.0,2
4b846dd4f964a520dc3431e3,7.1,31,,4.0,18
4e048b98315168be7fd7ee4d,8.3,54,,4.0,29
4ad69511f964a520e40721e3,8.7,269,,2.0,81
4fcff342e4b0595a2cb397ef,6.0,31,,2.0,18
5aff06ca6e4650002cc6286b,8.8,29,,2.0,6
5a4fb0041f8ed6398320b49e,6.3,10,,,4
4cffcd91f7b38cfa4081cbc3,,2,,2.0,1
5a6bad222632ec473853718a,7.8,12,,2.0,1
5a8b83e2fdb9a74c88ccdbc5,,3,,,0
5ac00e650336932abc8ea4b1,,0,,2.0,1
5abd702a037be1332893d96c,,0,,1.0,1
5a9b3fa3da5e5656bca18496,,0,,3.0,0
5a7dd61d59c4231a1496cc10,,1,,2.0,0
5a7f4b625c6838017f986795,,1,,2.0,0
515b157ce4b0f13089704ef7,,4,,2.0,1
506a3830e4b0677a1f9d8eda,7.5,9,,2.0,5
4ad4c05ff964a52011f720e3,,0,,2.0,2
4ce1a706df986ea880afed16,5.8,0,,1.0,0
4b66544ff964a5201e1e2be3,5.4,27,,1.0,14
5a5659ab17556229a036b74a,8.9,23,,2.0,7
572a7ba1498ea28df44548e9,,0,,2.0,0
57cb0857498e4a514e7cc2b3,,0,,2.0,0
53b87f5c498e018010b4e496,,4,,2.0,0
4ee78a9fe5fa8944acb5f2de,,0,,2.0,0
4bcf8f1a77b29c745f608982,5.1,11,,1.0,10
4bb3e779f187a593b89e13f8,5.3,10,,2.0,9
4ee7d2dfbe7b1d1e777078d5,,0,,2.0,0
4b7c9c70f964a520bc9d2fe3,,1,,2.0,3
4cf14555899c6ea84587efc1,,1,,2.0,1
50a03c95e4b094dc649685ac,,1,,1.0,0
52a37b9711d28f53a1e5c8db,,0,,2.0,1
5650fa8e498e405c38a5e6d4,6.3,0,,2.0,0
4c796133794e224b8f466528,,0,,2.0,1
4ca76c7744a8224bbf050d40,,0,,2.0,1
4da8c7a3a86e771ea6fbc1ce,,0,,2.0,0
4c94fdaef244b1f78a52271d,,0,,2.0,4
57cb83e2498ede768efc9c86,,0,,1.0,0
4e334d6945dd6987a1782e16,,0,,2.0,1
584eb4ae5804ea0f94a83a01,,0,,2.0,0
4ae110eef964a520018521e3,5.7,12,,1.0,4
4b2eb236f964a5202de524e3,5.9,3,,2.0,7
51fc03ee498e68f42d4db4f3,,0,,2.0,0
4dfc17c1aeb7594e861f14f4,,1,,2.0,1
5d06e77459b5a40023fca483,,0,,2.0,0
51030632e4b0840c0152c004,,0,,2.0,0
4b9fe242f964a520614737e3,7.3,4,,2.0,4
55bc0982498ec5756e56b641,,4,,2.0,1
4e54345862e1d184431bc92b,,2,,1.0,3
4ff8848ee4b054fbaafc2b4f,,5,,2.0,2
4ec8524d6c251306cc822d86,6.8,10,,2.0,10
4b0c6669f964a5207e3c23e3,5.9,5,,2.0,3
544dddb3498ee0bc25cd2e92,,0,,2.0,1
4e21af9c091a49c13e122027,,0,,2.0,0
4eb2b4c8cc21adeaf893ad92,,0,,2.0,1
4c6345c358810f477c71091e,,0,,2.0,1
4eef6e78c2eea607961ff524,,0,,2.0,1
4eaf1608f5b99d2425fd1e09,,0,,2.0,0
4e08aca452b165b7d7b5706d,,0,,2.0,0
51b93511498e80eb43faf28c,,3,,2.0,1
5b18649e17556200391a45b1,,1,,2.0,0
5462bc78498e377f7887ea5c,,3,,2.0,2
4d74f520d0c737045b9af717,,0,,3.0,0
4c2e842109a99c741f960a2a,,0,,2.0,4
5c6779be78782c002c5dc722,,1,,2.0,1
53e7ff72498ec1fa4deab5d0,9.0,84,,2.0,21
4ae86cb3f964a5203eaf21e3,8.5,132,,1.0,80
5d439da522e6490008622ff1,,2,,2.0,1
5a162502a92d985d5215254e,,1,,2.0,0
585611615d6ec60f2379600d,8.5,34,,3.0,13
4b6cf195f964a5204c5f2ce3,8.3,42,,2.0,15
51049684e4b06b57cac4e3e8,8.2,28,,2.0,15
5d8fea61550905000794ff5f,,1,,2.0,0
4af369d0f964a52060ed21e3,8.9,70,,2.0,53
57b88065498eab22ccdd78d8,7.8,6,,3.0,4
572f7fed498ea4b9335a4c02,,2,,2.0,1
5cd749a8db1d81002c98e5a7,,0,,1.0,1
4d8e751ed265236a39410b17,,1,,2.0,2
580ef5ad38faaeedb24c9dc9,,0,,3.0,0
55567ed8498ebc6385f43f8c,5.4,3,,2.0,1
555d2742498e3524508bc7c6,,1,,1.0,0
4bd784e40b779c747a6e05a0,,0,,1.0,0
4f04fa5dbe7bf2206e64a991,,1,,2.0,0
4e5c122152b1421c1fbc39c3,,1,,1.0,0
57115e7a498e87c71e07ffd9,,0,,2.0,0
4fa465a2e4b0ddd49563c155,,0,,2.0,1
5005e08ae4b0831ec3609e31,,0,,2.0,0
536585dc498ea7722b01090b,,2,,2.0,1
5313d2d7498e444e3513493e,,0,,2.0,0
4bd396d041b9ef3b799c00e6,6.9,7,,1.0,0
5404d153498ebbc7332f3e4e,,2,,2.0,4
4cb72da6e262b60cb85374e0,,0,,2.0,0
5529a011498eddb919b0f2f5,7.0,9,,2.0,1
4b32769df964a5205a0c25e3,6.7,23,,2.0,11
4f45300be4b027c5799bf995,,0,,2.0,0
5bd641f1f96b2c002cc4894b,,1,,2.0,0
4bc749f36501c9b68c1e3e29,,0,,2.0,0
4ed291fb0e61efa333a810de,,0,,2.0,1
4c52fe02b6dabe9a6e361614,,0,,2.0,0
51f17199498e81d9b9206293,7.2,8,,2.0,4
5d910bcbd43f69000853851f,,0,,1.0,0
4c9536a6bc279c74e9966053,,1,,1.0,1
5aeb4d0b1de765002c4a74f1,,0,,2.0,0
54984095498e427c8534b54f,7.5,8,,2.0,3
52f7f7a1498e31171e5c577b,,2,,2.0,0
52617c7211d2366882b7e5bf,,0,,2.0,0
4db8b8211e7206c23d0ece7d,,0,,1.0,3
4d960eeb647d8cfa9cefaf3d,,1,,2.0,2
4afc9333f964a5200c2422e3,6.9,6,,2.0,7
5e0555bdbf036000082018fd,,0,,,0
4b76b3d2f964a52064592ee3,6.9,11,,2.0,5
4afdfadff964a520a52c22e3,8.5,69,,2.0,35
5b959e520a08ab002cf31875,,4,,,2
4ad4c05ff964a52042f720e3,7.2,61,,2.0,34
4b6e0665f964a5204ea42ce3,6.5,13,,2.0,13
4aeb268bf964a52006bf21e3,8.2,194,,1.0,87
4bce4183ef10952197da8386,8.8,78,,2.0,31
4bd764b9e914a593b52451fa,6.3,12,,2.0,9
5d06a163113cf10023f10e0e,,0,,2.0,0
4ad4c060f964a52061f720e3,5.4,9,,2.0,13
5330e87f498eb5b08db8d081,,2,,1.0,0
4b7b3a07f964a5202d592fe3,,2,,2.0,3
4c2e47aa4e132d7f9ce89ddf,,3,,2.0,1
4b15cdf7f964a52081b423e3,5.7,7,,2.0,11
4e139484227146630ab55a5e,,0,,2.0,0
4cec56edb80da09371e51b00,6.7,16,,2.0,9
4e3dfa27a809ba757c127661,,0,,2.0,1
4feb68ece4b07864fce4d4e7,,0,,2.0,2
4f25e4d7e4b050258cb9b3b7,,0,,2.0,0
53237fa8498e50342f6d8351,,0,,2.0,0
501b154fe4b050fbdd605a3f,,0,,2.0,0
4ae7199ff964a52068a821e3,8.1,45,,4.0,25
5b897e92db1d81002c91df8c,,0,,2.0,0
4c34adc3ed37a59347436f03,6.0,5,,2.0,2
4ad4c05df964a52059f620e3,8.5,286,,3.0,78
51d304de498ec2af20de6461,,2,,1.0,2
4b231e82f964a5208e5324e3,6.2,13,,3.0,4
4c0fc4167189c9280199dab6,5.8,3,,1.0,5
5b9fd40dc8b2fb0039c39f5c,,1,,2.0,1
4d88bdf87139b1f74713a7d4,,4,,2.0,3
5b23fcfba795bd002cd282c6,,0,,2.0,0
4d756edfbf4fb1f74fe8722a,6.1,29,,1.0,23
4be82e6a947820a1cc8eb4db,,2,,2.0,1
4e207bfd52b1f82ffb947c55,,0,,2.0,2
4bf41b7ccad2c9287b859b99,,0,,2.0,0
4bba04e653649c74378048fb,,2,,2.0,2
545d12cc498e8340b096d745,,0,,2.0,0
4ceea443b80da093a59e2800,6.8,17,,2.0,16
4ad918f0f964a520121821e3,4.5,15,,1.0,25
4b734425f964a52046a52de3,,0,,2.0,1
4eadda1eb634339687eca52f,,0,,1.0,0
5758d0e7498ead2a505eaffd,,5,,2.0,2
4e41b3db7d8bec1e4d0f3b8e,,0,,1.0,0
4ef13e9a7ee5d5f8b072aac4,,0,,2.0,0
4dac770f6e81162ae802b11b,,0,,2.0,0
50f7294be4b0e9574b9ccbbb,,0,,2.0,0
4dce85a3ae603b786d30b572,,0,,2.0,0
4cae437c1168a09352011923,,0,,1.0,0
51ea1181498e82ecad32cc36,,1,,2.0,1
4dc2f222fa7608e86fe5ebc6,,0,,2.0,0
518fd3f5498ee8d60a7741fc,,0,,2.0,0
53387180498e08b7477d7ec7,,1,,2.0,0
561ac30f498e240b6f80d081,,6,,2.0,0
4ccb4638c0378cfa71a77d48,,0,,1.0,0
4f444a9de4b00b32df7d1fa7,,0,,1.0,0
4e3dc8eac65b4ec275e808d1,,0,,2.0,1
4e70f2d689987b9ce52efebf,,0,,2.0,1
50064620e4b0a7faa5ff370d,,0,,2.0,0
4f244858e4b0dc27b94b1a39,,1,,2.0,0
522cba4f11d265a2ed219abe,,0,,2.0,0
50e622bbe4b075f63988a9d2,,0,,2.0,0
4ba0153bf964a520995837e3,7.3,10,,2.0,12
5c66cfa4033693002c10554a,,3,,,1
4c1169396e5dc9b61b10b02d,7.7,183,,2.0,136
4fd52f42e4b0b916eb02ab1b,7.3,6,,2.0,6
5c1c3a0d340a58002cd86fc9,,3,,2.0,2
51b7de7a498e159c1779f34a,6.1,4,,2.0,7
4e4aff63b61c745d8aea98fe,,0,,2.0,0
50a2e673498ef6257d3a58d3,,0,,2.0,0
53850a14498e1eeb964a8b41,,2,,2.0,1
4b4fb388f964a520821127e3,,0,,2.0,0
506db1a9e4b0a3f3b31412f0,9.1,250,,3.0,112
4ba24e76f964a520aceb37e3,6.5,6,,2.0,7
595e825350a6f05c631431b0,7.6,9,,3.0,2
5e4c289426ce5900099da893,,0,,2.0,0
4b2ba421f964a52097b824e3,5.6,6,,2.0,10
4ae7228cf964a520baa821e3,,1,,2.0,0
5cc84ea9971317002dca9aee,,0,,2.0,3
4cc8798ab3f5224b6d39ef20,,0,,1.0,1
5baa5fa64940bc0039e15013,,0,,2.0,0
4bbba093e436ef3b4a955564,,0,,2.0,1
517e860ae4b0488a1e67c6ed,,2,,2.0,0
4ccc982b2dc4370468afc808,,0,,1.0,0
51472625e4b0d65ffc338618,,0,,2.0,0
4c7ef047171b224b9d800fb1,,1,,1.0,1
52ca189b498edbeb89f31351,,1,,2.0,0
4b7f28a0f964a5202d1b30e3,5.6,2,,2.0,3
4b65de5cf964a520f8042be3,,3,,2.0,6
4c140c5282a3c9b675a2fcf8,,2,,1.0,7
55e4785b498eececacca5998,,0,,2.0,0
520e4cb811d2eee6afc03f15,,1,,2.0,0
4df8fa3fc65b6739205e332b,,0,,2.0,0
520ed1cd11d2c0d4108319d8,,0,,1.0,0
4c38a244ae2da5937cfa00c6,,0,,2.0,0
53d2946f498e67ffa94f5c19,,4,,,2
4bf5e8cebfeac928618b9336,,1,,2.0,1
597e2639da5ede2029e30f12,,0,,2.0,0
4d1124c599b78cfa529fc7d5,,1,,1.0,2
5b08b8f3f1fdaf002c4d9e49,,2,,2.0,0
534ef438498ed6c8ab81aebb,,4,,2.0,2
4ba94930f964a520711b3ae3,,0,,2.0,1
4c9d376b8afca09392b8f415,,1,,2.0,2
54becfde498ed9a1220e1e95,,0,,1.0,0
511308f5e4b0f2d007631a84,,4,,2.0,5
53697128498e42604a8e9506,,0,,2.0,0
5c410eaea8eb60002c706754,,1,,2.0,1
4e3623b9fa7656ba3178b373,7.5,19,,2.0,6
52d493e2498efc19137ecb37,,0,,2.0,0
5c27b739894eac002cfa0eab,,1,,2.0,0
5c5f1d7a1ffe97002c81b38d,,0,,1.0,0
4bd391a29854d13a4f2dfe4d,,0,,2.0,1
4b0cb9c0f964a5205c4123e3,,1,,3.0,0
4c532a3206901b8d4f40a649,,0,,1.0,0
540270b1498e0e488d83bbef,,0,,2.0,0
554fcccc498e69353921a10d,,2,,2.0,1
58a900ab0b7e9337e5e39e33,,0,,1.0,0
5b7bc7ca123a19002c11786b,,0,,2.0,0
4c06fb96a0129c74b66dd2c9,,0,,2.0,1
4cc8b49c786e46884dc88f09,,0,,2.0,0
4f7a4eb7e4b0bd4c7ba37001,,1,,2.0,0
51f5a048498e8a09d193b170,,0,,1.0,0
573fa0a3498e565e1ece548b,,0,,2.0,0
4d39fb9434ee37047185729b,7.8,19,,2.0,8
56411676cd10c8b4e52e82a2,,5,,2.0,2
5c046624336273002c91ce56,,0,,,0
4bcf500941b9ef3b2c2ff8e5,,1,,2.0,0
51b26560498edca47a570b71,,0,,2.0,0
5d38f466b3cabc0008e55c8a,,1,,2.0,0
4d599306fe7c224bb49379b5,,3,,2.0,3
513b79a7e4b0951661dda7c1,,1,,1.0,1
5109bb6ae4b0f4aaf4357792,8.0,9,,1.0,3
574f1d2e498e17aa33f93d39,,0,,2.0,0
4ce55a695bf68cfa81633c17,,2,,2.0,1
5adbc1ba4f0e58459280d57d,,2,,2.0,1
5c79c06d780eee002cc223ec,,0,,1.0,0
5c0aa8ea9411f2002cb833d1,,1,,2.0,1
4afef85ff964a5204a3222e3,7.4,7,,3.0,6
5844ac9045c3ed41dc642e26,,1,,3.0,0
52e063c2498e36066bf410e0,,0,,2.0,0
4ffa10f4e4b0956dd65a4aae,6.8,16,,2.0,8
4b5456fdf964a520fdb727e3,5.7,16,,1.0,9
5b70af2295a722002ccf75a4,,0,,,0
5ccf163328374e002cff7e2e,,0,,2.0,0
5a346e4b65cdf8345458bfce,,1,,2.0,1
54bd9fa8498e72620bb03b45,6.8,8,,4.0,2
58acd2df9900e670e347990e,,0,,2.0,0
4ba16546f964a52054b337e3,,3,,4.0,3
588cf74e5289302f30e711e1,7.5,14,,2.0,2
55d654bc498e3ebb33e0adb7,,1,,2.0,0
50521bc4e4b0252d054ee36b,6.9,21,,,9
4bc13313f8219c743e18b310,6.2,3,,2.0,3
5a73af73fd9d7361cc1567ca,,0,,2.0,0
4bd0c3b8b221c9b63c5cd4d0,,1,,2.0,0
4bca38b0fb84c9b65dba1c3e,,0,,4.0,2
4bcba746fb84c9b65d5a1f3e,7.0,7,,2.0,5
4c2539c1f1272d7fe37384c5,,2,,3.0,2
51a101ac498e3fa343fb1d0e,,0,,2.0,0
4f23027400392be4e4ea3e37,,0,,2.0,1
4e17935e18a8166f73831e3e,,1,,2.0,0
4c1552cba1010f4760e14d18,,0,,2.0,0
5647e030498e7aac02f6a0ac,,1,,2.0,0
