Neighbourhood,Neighborhood Latitude,Neighborhood Longitude,Venue_ID,Venue,Venue Latitude,Venue Longitude,Distance,Venue Category
Parkwoods,43.7532586,-79.3296565,51d769f2498e3efc78bee6b9,649 Variety,43.754513133391214,-79.33194239759004,230,Convenience Store
Parkwoods,43.7532586,-79.3296565,50e85b98e4b05b31e2d2958f,29 Valleywoods Rd,43.753867972696796,-79.33184887400265,188,Residential Building (Apartment / Condo)
Parkwoods,43.7532586,-79.3296565,4c4c83c646240f47898fe7f4,Pheasant Run Golf Course,43.758386182411535,-79.33719057061447,832,Golf Course
Parkwoods,43.7532586,-79.3296565,4e13a489b0fb5dfdd0756c90,PetSmart,43.748639084843475,-79.33348827385937,599,Pet Store
Parkwoods,43.7532586,-79.3296565,537a5949498e9a76c53286a1,DVP Southbound,43.74698934005291,-79.33392837628591,777,Road
Parkwoods,43.7532586,-79.3296565,591265512aff3163cf426989,Subway,43.760494,-79.32701,833,Sandwich Place
Parkwoods,43.7532586,-79.3296565,4eda7f23722e1da30263657a,Broadlands Skating Rink,43.74668925352585,-79.3226776047074,921,Skating Rink
Parkwoods,43.7532586,-79.3296565,59879fe12ebb34734fef4a05,Chick-N-Joy,43.7599,-79.32652,781,Fried Chicken Joint
Parkwoods,43.7532586,-79.3296565,4f4716fee4b0db1b337b3fb8,Brookbanks Florida,43.75166,-79.332104,265,Plane
Parkwoods,43.7532586,-79.3296565,5253432b498e2a1533d35723,Burgrider Productions,43.744,-79.3311,1037,Movie Theater
Parkwoods,43.7532586,-79.3296565,4c7d4946d461a14304b37cf5,D2 Designs,43.754568,-79.332035,240,Coworking Space
Parkwoods,43.7532586,-79.3296565,57d8a18a498edbdfb6adfbe7,Ocalan residents of the House,43.759533,-79.33463,804,Residential Building (Apartment / Condo)
Parkwoods,43.7532586,-79.3296565,525da15b498ee7d8bd4953a2,Three Valleys auto Centre,43.7521,-79.3365,565,Automotive Shop
Parkwoods,43.7532586,-79.3296565,590a3c310a464d3133950f21,Hair J,43.760681,-79.32691,855,Salon / Barbershop
Parkwoods,43.7532586,-79.3296565,4fd7bab1e4b045a9ebef0c75,All About Kids,43.75563673030966,-79.33807073835693,726,Nursery School
Parkwoods,43.7532586,-79.3296565,5a977b3161f070247b2d775d,Towns On The Ravine,43.7547545,-79.3325523,286,Residential Building (Apartment / Condo)
Parkwoods,43.7532586,-79.3296565,4c0150f4716bc9b65b9dbb55,Spicy Chicken House,43.76063939666398,-79.32567060771729,881,Chinese Restaurant
Parkwoods,43.7532586,-79.3296565,52fea4a9498e6da386dd0326,Melo's Pizza & Grill,43.74621575011826,-79.32527998226708,859,Pizza Place
Parkwoods,43.7532586,-79.3296565,5d1362a896effb00234ce1e6,Fenside Avenue,43.760582,-79.32764,831,Bus Stop
Parkwoods,43.7532586,-79.3296565,505f8c91e4b05a1bf998c229,Allwynn's Bakery,43.74602,-79.324715,898,Bakery
Parkwoods,43.7532586,-79.3296565,5a89b77ab9a5a8062dfb14b1,Nails For You,43.760174,-79.32666,806,Nail Salon
Parkwoods,43.7532586,-79.3296565,53695918498e12363ff0d9ad,Three Valleys Park,43.75119469806736,-79.33735560270063,660,Park
Parkwoods,43.7532586,-79.3296565,593d8e8d2a7ab65ad526d272,Valu Mart Garden Centre,43.74604,-79.325238,878,Garden Center
Parkwoods,43.7532586,-79.3296565,4de41ec28877bcb6866ca329,Family Food Fair Convenience,43.760619989690674,-79.32445934492416,919,Convenience Store
Parkwoods,43.7532586,-79.3296565,4fad6522e4b08da80a56db50,Ranchdale Park,43.751388,-79.322138,639,Park
Parkwoods,43.7532586,-79.3296565,4de4dc58e4cd056f747bbaef,Sandover Park,43.76027747979718,-79.33330535888672,834,Park
Parkwoods,43.7532586,-79.3296565,4f5a0348e4b00984bdcc7ed5,Toad's Hide Away,43.75440432816867,-79.31778392450333,963,Recycling Facility
Parkwoods,43.7532586,-79.3296565,5d2290d47dc7420023533827,Wycliff Parkette,43.752816,-79.319107,849,Park
Parkwoods,43.7532586,-79.3296565,4d65b876153ba093be5ee2f8,Church Of Our Saviour,43.7514955636387,-79.33707779843883,628,Church
Parkwoods,43.7532586,-79.3296565,4b87107cf964a5207fae31e3,La Notre,43.76070416249771,-79.32539551954271,896,Coffee Shop
Parkwoods,43.7532586,-79.3296565,524b6b7d11d23cecc3d8a525,Theee Valleys Auto,43.744,-79.3308,1034,Automotive Shop
Parkwoods,43.7532586,-79.3296565,4cc304d038aaa09397f70962,Milne Valley Middle School,43.747156,-79.32637427065931,728,Middle School
Parkwoods,43.7532586,-79.3296565,4fad64c8e4b0e93c1ed888f7,Rachdale Public School,43.751937,-79.322195,617,Elementary School
Parkwoods,43.7532586,-79.3296565,4e46fbfc18a8f9804cd0eea9,TTC Stop 9083,43.7592505419922,-79.33399989273362,752,Bus Stop
Parkwoods,43.7532586,-79.3296565,4fbb0e50e4b01b3b56de45c9,Mrs. Claus' Sweatshop,43.75380047665277,-79.31958174171733,812,Public Art
Parkwoods,43.7532586,-79.3296565,5bbce081826444002c24db7c,Canada Post,43.760841,-79.325025,922,Post Office
Parkwoods,43.7532586,-79.3296565,4ccb2b542dc43704b8d0bd08,Toronto Police Service - 33 Division,43.7480666251842,-79.33669889777033,809,Police Station
Parkwoods,43.7532586,-79.3296565,4c8293d9d4e23704fce16888,Parkwoods Hairstyling,43.76078245308056,-79.32465277741258,929,Salon / Barbershop
Parkwoods,43.7532586,-79.3296565,4c814265d34ca14355b12080,Valleywood Corporate Centre,43.754036,-79.332662,256,Office
Parkwoods,43.7532586,-79.3296565,4cb11e2075ebb60cd1c4caad,Variety Store,43.75197441585782,-79.33311418516017,312,Food & Drink Shop
Parkwoods,43.7532586,-79.3296565,4b697b4bf964a52000a42be3,Toronto Public Library - Brookbanks Branch,43.759543715910596,-79.32576480436171,766,Library
Parkwoods,43.7532586,-79.3296565,5324a220498ebdcc0ccc13fc,Generation Church,43.7587,-79.338,903,Spiritual Center
Parkwoods,43.7532586,-79.3296565,4c36a704c44a95217b7f3d52,The Bing Suites,43.747816122276035,-79.33218955993652,639,Bed & Breakfast
Parkwoods,43.7532586,-79.3296565,4e6167af1838ad3d0e5799aa,S.R.P Variety Stores,43.759322,-79.334858,794,Convenience Store
Parkwoods,43.7532586,-79.3296565,4f35d806e4b08f0097cc4088,74 Curlew,43.745805,-79.325148,905,Residential Building (Apartment / Condo)
Parkwoods,43.7532586,-79.3296565,4f962040e4b0e09d5bb2368d,Smoke Spot,43.74623107910156,-79.32818603515625,791,Other Nightlife
Parkwoods,43.7532586,-79.3296565,4b511d65f964a520384327e3,TD Green machine,43.760721167273516,-79.32552261029124,894,Bank
Parkwoods,43.7532586,-79.3296565,4bc7062892b376b093e54e3a,Radison,43.75935261869432,-79.3357657814283,837,Hotel
Parkwoods,43.7532586,-79.3296565,4dd6e7c48877f1150fdc9b5e,Nat And Cor's House,43.759116,-79.331452,667,Other Nightlife
Parkwoods,43.7532586,-79.3296565,4bf359733f86c9b6231db21c,1200 York Mills Apartments,43.75939829600416,-79.33554802046858,831,Residential Building (Apartment / Condo)
Parkwoods,43.7532586,-79.3296565,4e1619fc45ddafda4c03290b,Splash pad @ Brookbanks park,43.7591672,-79.331294,670,Playground
Parkwoods,43.7532586,-79.3296565,50579f51e4b0520791b2c001,York Mills & Valleywoods,43.75967417700411,-79.33331223230591,772,Road
Parkwoods,43.7532586,-79.3296565,4c1cd05bb4e62d7f6795db93,Fab Fido,43.745761,-79.324969,915,Pet Store
Parkwoods,43.7532586,-79.3296565,4e1205c0b61c637b97b299cd,GreenWin pool,43.7562324728174,-79.3338418006897,472,Pool
Parkwoods,43.7532586,-79.3296565,4e6696b6d16433b9ffff47c3,KFC,43.75438666345904,-79.3330206627504,298,Fast Food Restaurant
Parkwoods,43.7532586,-79.3296565,521d255811d288413603118c,super dollar power,43.76046371459961,-79.32540130615234,871,Department Store
Parkwoods,43.7532586,-79.3296565,4e2f203a7d8bf59d2913aadf,Brookbanks Pool,43.751388971393176,-79.33218445820336,290,Pool
Parkwoods,43.7532586,-79.3296565,4bc73576af07a59300b07e2d,TTC Stop #9075,43.75759633714484,-79.33815479278564,836,Train Station
Parkwoods,43.7532586,-79.3296565,51fafa34498ee94bf297e248,Nile Academy,43.75236896575416,-79.33221746642002,228,Elementary School
Parkwoods,43.7532586,-79.3296565,4e0ba43eaeb784b164d18fef,Dollar And Deals,43.747611,-79.326133,689,Miscellaneous Shop
Parkwoods,43.7532586,-79.3296565,55400f5e498e86561e0de653,the ravine condos,43.759572,-79.331993,727,Office
Parkwoods,43.7532586,-79.3296565,51a3c751498e624eeac4e859,Ranchdale Rompers Daycare,43.75348106186997,-79.32168174966306,641,School
Parkwoods,43.7532586,-79.3296565,51a0c7a3498e3b4c59307d54,Cassandra Public School Pring Fling,43.748443,-79.328239,548,Elementary School
Parkwoods,43.7532586,-79.3296565,51bf031c498e6b52c17c10e0,Mccowan Sheppard Chiropractic,43.75012772034787,-79.33370832533285,477,Doctor's Office
Parkwoods,43.7532586,-79.3296565,4cd73d8e67adf04dbf623791,Lucid Blue Consulting,43.756407,-79.325866,464,Office
Parkwoods,43.7532586,-79.3296565,4de3a4d22271bfb844b725b3,Cloudware Connections,43.7564,-79.325885,462,Professional & Other Places
Parkwoods,43.7532586,-79.3296565,4e79e773fa7600c10016685a,Salvation Army Korean Church,43.743901895791964,-79.33079810253167,1045,Church
Parkwoods,43.7532586,-79.3296565,4e02292252b1ac66aacc74af,TTC Stop #8383,43.74604900332628,-79.32603120803833,853,Bus Stop
Parkwoods,43.7532586,-79.3296565,4e45173c7d8bee2823a4e857,TTC Stop #09083,43.75965484896959,-79.33222296778834,741,Bus Stop
Parkwoods,43.7532586,-79.3296565,53622a89498ed84d6853265e,TTC stop - 44 Valley Woods,43.75540238129278,-79.33374133300899,405,Bus Stop
Parkwoods,43.7532586,-79.3296565,4bc85c2115a7ef3b4de27ada,Ranchdale,43.75231914332775,-79.32344787202561,510,College Classroom
Parkwoods,43.7532586,-79.3296565,4d86378e40a7a35d928330be,Graydon HELL,43.757657,-79.338379,855,Building
Parkwoods,43.7532586,-79.3296565,4f01008693adc82459d0f44c,York Mills Jamat Khane,43.75509539319703,-79.32433917340141,473,Spiritual Center
Parkwoods,43.7532586,-79.3296565,4c437dd1f0bdd13ad34ec8cc,Parkwoods Coin Laundry,43.76038596280906,-79.32489395141602,880,Laundry Service
Parkwoods,43.7532586,-79.3296565,4ddeb1e045dd033c3934f994,Victoria Park CI,43.75614596189988,-79.32169825563453,716,High School
Parkwoods,43.7532586,-79.3296565,4c3db433b36ac928a2be0586,Mo's Ride,43.755123,-79.334583,447,General Travel
Parkwoods,43.7532586,-79.3296565,4f470ba5e4b01863518856c7,5 Brookbanks Drive,43.74804359191481,-79.33673613611643,813,Residential Building (Apartment / Condo)
Parkwoods,43.7532586,-79.3296565,5081f019e4b0e5b151c82712,44 Valley Woods Road,43.75454660543178,-79.33326822186551,323,Residential Building (Apartment / Condo)
Parkwoods,43.7532586,-79.3296565,4f3a69f9e4b024185be5a99b,15 Brookbanks,43.752265506639944,-79.33232199236224,241,Residential Building (Apartment / Condo)
Parkwoods,43.7532586,-79.3296565,4dcd131452b1f8915b736566,TTC Stop #8381,43.74841,-79.32627,604,Bus Stop
Victoria Village,43.725882299999995,-79.31557159999998,4b4b8becf964a520d39f26e3,Don Valley Volkswagen,43.72571225132836,-79.31504535324812,46,Automotive Shop
Victoria Village,43.725882299999995,-79.31557159999998,4b61a2d9f964a520181b2ae3,Parkway Honda in Toronto,43.726226,-79.31658,89,Auto Dealership
Victoria Village,43.725882299999995,-79.31557159999998,4b8a8949f964a5202c7132e3,Latvian Cultural Centre,43.72567652442309,-79.31824844403933,216,Cultural Center
Victoria Village,43.725882299999995,-79.31557159999998,4d3333e3c75a6ea82afa14ae,Esso,43.72588368487703,-79.31392338015411,132,Gas Station
Victoria Village,43.725882299999995,-79.31557159999998,4bbe904a85fbb713420d7167,Tim Hortons,43.725516631714754,-79.31310251366091,202,Coffee Shop
Victoria Village,43.725882299999995,-79.31557159999998,4b8fe578f964a520106833e3,Pizza Nova,43.725823726352196,-79.31286041792907,218,Pizza Place
Victoria Village,43.725882299999995,-79.31557159999998,4d689350b6f46dcb77ee15b2,The Frig,43.72705130603407,-79.31741760908679,197,French Restaurant
Victoria Village,43.725882299999995,-79.31557159999998,5df92d4e3a03410008884a08,Circle K,43.7257080078125,-79.31393432617188,133,Convenience Store
Victoria Village,43.725882299999995,-79.31557159999998,4f3ecce6e4b0587016b6f30d,Portugril,43.72581876267242,-79.31278541470671,224,Portuguese Restaurant
Victoria Village,43.725882299999995,-79.31557159999998,56633dfb498e22046a52543b,Esso Touchless Car Wash,43.72566,-79.314586,83,Car Wash
Victoria Village,43.725882299999995,-79.31557159999998,571e75c0498ead458f6df160,JJ Bean,43.720229,-79.313561,649,Café
Victoria Village,43.725882299999995,-79.31557159999998,5b03411cc84d180024c74c39,Marcheleos Marketplace,43.727623,-79.326415,893,Grocery Store
Victoria Village,43.725882299999995,-79.31557159999998,4e207f0552b1f82ffb94a252,Cash Money,43.72548580178643,-79.31266509325405,237,Financial or Legal Service
Victoria Village,43.725882299999995,-79.31557159999998,4dd407b318384691b9b77439,Food Court,43.724597,-79.307232,685,Food
Victoria Village,43.725882299999995,-79.31557159999998,599be2e3b546183de5202af3,Two Men and a Truck,43.720840478473654,-79.31143212706957,652,Moving Target
Victoria Village,43.725882299999995,-79.31557159999998,50e495cee4b092e9c3a567b6,TFS- Special Operations Training Centre,43.72615886055894,-79.3149470693516,58,Government Building
Victoria Village,43.725882299999995,-79.31557159999998,4e380a85d164374eb68c79b0,Titan York Realty Corp.,43.723447,-79.309298,572,Office
Victoria Village,43.725882299999995,-79.31557159999998,51e594d5498e07837484f577,Eglinton Ave E & Sloane Ave/Bermondsey Rd,43.726086,-79.31362,158,Intersection
Victoria Village,43.725882299999995,-79.31557159999998,515cd3a3d86c8eefa39575df,the Birches Catering,43.72476197298002,-79.30701971054077,699,Event Space
Victoria Village,43.725882299999995,-79.31557159999998,4c633acb86b6be9a61268e34,Victoria Village Arena,43.72348055545508,-79.31563520925143,267,Hockey Arena
Victoria Village,43.725882299999995,-79.31557159999998,54ea40e3498e12cb9da636eb,Wingburger,43.725580200761236,-79.31285063573391,221,Burger Joint
Victoria Village,43.725882299999995,-79.31557159999998,5990a70e4940bc65f0aaedaf,Stellar's Lenonade Stand,43.731507,-79.311712,698,Food Stand
Victoria Village,43.725882299999995,-79.31557159999998,4d685b964c463704cfb592b3,Inferno Red,43.7271230156813,-79.31754416050275,210,Road
Victoria Village,43.725882299999995,-79.31557159999998,547f265b498e6f652e2437a6,land of öz,43.72527048906722,-79.32561777429687,811,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,59b6b0d8f62f2b39fde02ed3,Metropolitan Preparatory Academy,43.724133,-79.318344,296,High School
Victoria Village,43.725882299999995,-79.31557159999998,4e32a56762e12985fd63cd0e,UM Investment,43.7281951,-79.3153792,257,Building
Victoria Village,43.725882299999995,-79.31557159999998,4cc5bd211e596dcb750eda67,A Towing Service,43.72017102830438,-79.3121958344716,691,Automotive Shop
Victoria Village,43.725882299999995,-79.31557159999998,4e90a3f62c5b7295bbf18d6a,Warner Park,43.72462847932771,-79.30588969793787,791,Park
Victoria Village,43.725882299999995,-79.31557159999998,5745b0f9498e7c5d171a5e34,Stellar roadside service,43.720388,-79.312091,672,Transportation Service
Victoria Village,43.725882299999995,-79.31557159999998,5747a47c498e820ebacfed1f,Eccleston Drive,43.727516,-79.31808,271,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,5972bf74d41bb7405aa10bb4,Jinnah Crt,43.721277,-79.307514,826,Road
Victoria Village,43.725882299999995,-79.31557159999998,546250f5498edd74bb2faf69,Bartley park playground,43.722395,-79.308554,685,Playground
Victoria Village,43.725882299999995,-79.31557159999998,4bbd0c9e8ec3d13a249b1b28,Bermondsey Dump,43.72204222212626,-79.3165812644362,435,Other Great Outdoors
Victoria Village,43.725882299999995,-79.31557159999998,5737af70498ebc59d513464c,Swift Drive,43.72666,-79.31812,222,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,4fc685b9e4b09e9adecad8ab,Parkview Chrysler Jeep Dodge Ram,43.72485086437973,-79.31327432821826,217,Auto Dealership
Victoria Village,43.725882299999995,-79.31557159999998,4e3d4f65b0fb875af85fced0,The Swamp,43.72677912059946,-79.32029472176518,392,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,51c1d125498ef8fda0942e6c,Vinnia Meats,43.730465,-79.30752,824,German Restaurant
Victoria Village,43.725882299999995,-79.31557159999998,562e4c7c498ed563cc306177,New Circles Community Service,43.72191506921843,-79.31115584654626,566,Community Center
Victoria Village,43.725882299999995,-79.31557159999998,4b3b1331f964a520b77025e3,Bermondsey Transfer Station,43.7218175373766,-79.31765081915107,482,Recycling Facility
Victoria Village,43.725882299999995,-79.31557159999998,4c0bb4b9a1b32d7ffb589bf0,Extreme Fun Indoor Playground,43.720914,-79.312516,605,Playground
Victoria Village,43.725882299999995,-79.31557159999998,5224ae7f11d2b035a013455a,Mrs. M's,43.72723539236047,-79.32023471479889,404,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,51cc0756498ef898de20cab3,Bermondsey & Bartley,43.7194659263332,-79.31455089653217,718,Road
Victoria Village,43.725882299999995,-79.31557159999998,4ef915339911b01ddcf1dbb3,135 Wynford Drive,43.72711916570133,-79.32641884344105,883,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,502410a9e4b0e5018890f918,56 Eccleston Drive,43.726644143076946,-79.32029762917757,389,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,5b182206db3aef00242dc4d4,Beck Taxi Head  Offices,43.725883,-79.318173,209,Transportation Service
Victoria Village,43.725882299999995,-79.31557159999998,50c10802e4b08243a37051fa,Guardian Drug,43.730584,-79.307432,838,Pharmacy
Victoria Village,43.725882299999995,-79.31557159999998,4fd23677e4b0362dd3ca313d,Don Valley Auto Collision,43.725426515429916,-79.31517816938552,59,Automotive Shop
Victoria Village,43.725882299999995,-79.31557159999998,4e8a7bf96d867a8259ad6125,Charles Sauriol Conservation Reserve,43.72983247660795,-79.32000160217285,565,Park
Victoria Village,43.725882299999995,-79.31557159999998,4bb653b9941ad13a7c401fe3,Wigmore Park,43.731023438497964,-79.3107706628902,690,Park
Victoria Village,43.725882299999995,-79.31557159999998,514def32e4b022f3422ddca8,Wingmore Dog Park,43.72644739537341,-79.32301872387693,602,Dog Run
Victoria Village,43.725882299999995,-79.31557159999998,5237542511d25d0fa7b5b655,Toronto Transportation Services- Bermundsay Yard,43.723954224429555,-79.31394012680401,251,Office
Victoria Village,43.725882299999995,-79.31557159999998,4c92b73dd84a6dcb8f433787,Toronto Dance Vibe,43.72089159487593,-79.31188218854088,629,Gym / Fitness Center
Victoria Village,43.725882299999995,-79.31557159999998,4db9b2d06e818f67a9c4d5de,S & A Foods,43.720769,-79.313543,592,Food
Victoria Village,43.725882299999995,-79.31557159999998,53a733bd498ef6698c42b6da,1684 Victoria Park Ave.,43.7311,-79.3143,589,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,533f7bda498edbdeb1be7fdc,Land Of Nod Toronto,43.7284,-79.3093,577,Other Nightlife
Victoria Village,43.725882299999995,-79.31557159999998,599f40a5da70805fcf7f4c0c,Toronto,43.721445,-79.307201,835,City Hall
Victoria Village,43.725882299999995,-79.31557159999998,50ec7a44e4b0c0310771bea1,Forever Living Products,43.725685358710074,-79.30796427681433,612,Miscellaneous Shop
Victoria Village,43.725882299999995,-79.31557159999998,5229dea911d2d7b7ebc8774f,Money Mart,43.7198560763247,-79.31268556021888,709,Bank
Victoria Village,43.725882299999995,-79.31557159999998,4b3e3df5f964a520079a25e3,RBC Royal Bank,43.727206661023764,-79.327216588142,948,Bank
Victoria Village,43.725882299999995,-79.31557159999998,4d7fa886263c530ce274be76,Fitness Depot,43.719732920431674,-79.31401716097572,695,Sporting Goods Shop
Victoria Village,43.725882299999995,-79.31557159999998,514ca014e4b0e652edeb32ae,smoke and gift,43.72537734173763,-79.3256045866295,809,Convenience Store
Victoria Village,43.725882299999995,-79.31557159999998,503ceb6be4b0258ed79f4fc5,75 Wynford Heights,43.72818697381887,-79.32586867069983,867,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,5005c4e2e4b068f7930947d5,Gym,43.72582137771449,-79.30980769679083,463,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,4d83918181fdb1f792d1e9bf,Toronto Public Library (Flemingdon Park),43.72572148320205,-79.32022371064538,374,Library
Victoria Village,43.725882299999995,-79.31557159999998,4bae292bf964a520c18b3be3,Habitat for Humanity Toronto HQ,43.72117935889466,-79.31501182815421,525,Office
Victoria Village,43.725882299999995,-79.31557159999998,511aba5ee4b096e876e36984,Toronto Fire Services - Station 235,43.725197836652235,-79.31349992992446,183,Fire Station
Victoria Village,43.725882299999995,-79.31557159999998,53d2bb35498ec5d435feafe5,TTC Stop 2246,43.725676322473134,-79.31390160966002,136,Bus Stop
Victoria Village,43.725882299999995,-79.31557159999998,51943b97498ee41a9dadb96f,Hanmaum Seonwon,43.725145,-79.315593,82,Spiritual Center
Victoria Village,43.725882299999995,-79.31557159999998,4f16c814e4b067841610f72c,Sloane PS,43.730996458596,-79.310451509513,702,School
Victoria Village,43.725882299999995,-79.31557159999998,5b4a14d52463d80044e8a48d,The Retreat Nail & Beauty Bar,43.726134,-79.312205,272,Nail Salon
Victoria Village,43.725882299999995,-79.31557159999998,4bd7591b35aad13a78ae8ef3,Memories of Africa,43.72660188313635,-79.31242694132447,265,Grocery Store
Victoria Village,43.725882299999995,-79.31557159999998,539516c9498e26607820459a,TTC Stop - Eglinton And Bermondsey,43.72603206710086,-79.31334586052567,179,Bus Stop
Victoria Village,43.725882299999995,-79.31557159999998,4c10d9adf1b6a593fd767c27,OSSTF/FEESO,43.724699901572876,-79.31946992303678,340,Building
Victoria Village,43.725882299999995,-79.31557159999998,4f81dd1ae4b06d09fa8bc975,CCP Unit,43.721902,-79.312945,490,Hobby Shop
Victoria Village,43.725882299999995,-79.31557159999998,4f50fb21e4b07c33828125f4,Distinctive By Design,43.71924577697455,-79.31417673176806,747,Design Studio
Victoria Village,43.725882299999995,-79.31557159999998,570932a9cd1027f1eea7046a,Brightside Customs,43.72182,-79.313617,478,Automotive Shop
Victoria Village,43.725882299999995,-79.31557159999998,4ec69d10722eeaa24cfe9684,JB Racing,43.721689396158936,-79.31280111311008,517,Automotive Shop
Victoria Village,43.725882299999995,-79.31557159999998,5149f506e4b05ebc0fe3b976,Td Watherhouse,43.730529,-79.30751,829,Bank
Victoria Village,43.725882299999995,-79.31557159999998,516d585de4b0a662134b8779,Don Valley Chysler,43.725171,-79.312282,276,Automotive Shop
Victoria Village,43.725882299999995,-79.31557159999998,4f4c3251e4b03af95f6248d6,PK,43.727826672556496,-79.32477430846406,771,Residential Building (Apartment / Condo)
Victoria Village,43.725882299999995,-79.31557159999998,4bd74964304fce72db5033ab,Holiday Inn Don Valley Hotel Toronto,43.71926435044705,-79.3106000810486,838,Hotel
Victoria Village,43.725882299999995,-79.31557159999998,50f21b81e4b04196781c9554,Çilehane,43.722992,-79.309852,561,Housing Development
Victoria Village,43.725882299999995,-79.31557159999998,50098a78e4b059e24752057d,Kyros Motors Car Pro,43.719393,-79.313924,734,Automotive Shop
